source_code,title,genre_code,director,year,rating,runtime_minutes,description
M0256,Flame Prime,SCI,Ridley Scott,1976,4.8,97,A teacher must stop time itself from unravelling.
M0257,Weekend at the Heart,COM,Phil Lord,2019,5.5,129,A teacher accidentally switches lives with their nemesis.
M0258,The Wind Paradox,SCI,Neill Blomkamp,1979,7.1,99,A pilot must stop time itself from unravelling.
M0259,Last Love,DRA,Wong Kar-wai,1995,5.4,113,A family struggles to stay together after a devastating loss.
M0260,Crimson Waters,DRA,Xavier Dolan,1959,7.1,125,A family struggles to stay together after a devastating loss.
M0261,The Misadventures of Shadow,COM,Adam McKay,2006,5.9,112,A teacher accidentally switches lives with their nemesis.
M0262,Beyond Fire,SCI,Gareth Edwards,2020,7.9,129,The colonists of a distant planet uncover something buried for millennia.
M0263,The Weight of Fire,DRA,Xavier Dolan,2021,9.2,88,Estranged siblings reunite to settle their parents' estate.
M0264,No Glass for Glass,COM,Edgar Wright,1971,5.3,108,A teacher discovers their ordinary life is anything but.
M0265,Dark Spirit,THR,Jeremy Saulnier,1975,5.9,112,A politician uncovers a conspiracy that puts their life in danger.
M0266,Weekend at the Ice,COM,Christopher Miller,1992,4.5,115,A farmer accidentally switches lives with their nemesis.
M0267,The Wrong Cloud,COM,Christopher Miller,2023,6.7,82,A politician's attempt to impress their in-laws spirals out of control.
M0268,The Frozen Truth,THR,Karyn Kusama,1973,5.9,87,A lawyer must outwit a brilliant adversary to survive the night.
M0269,The Last Fear,THR,Park Chan-wook,1967,5.9,98,A chef has 48 hours to prevent a catastrophe.
M0270,Spirit Whispers,HOR,Ti West,2024,5.3,108,A athlete becomes convinced they are being stalked by something inhuman.
M0271,Spirit of Silence,DRA,Asghar Farhadi,1960,7.2,129,An aging doctor reflects on a life of sacrifice and regret.
M0272,Desert Force,ACT,Antoine Fuqua,1992,7.7,103,A former soldier is pulled back into a world they tried to leave behind.
M0273,Voice and Voice,COM,Greg Mottola,2023,6.7,119,A photographer discovers their ordinary life is anything but.
M0274,The Midnight Wind,DRA,Terrence Malick,2003,6.9,115,A family struggles to stay together after a devastating loss.
M0275,Almost Sacred,COM,Christopher Miller,1994,5.2,103,A pilot discovers their ordinary life is anything but.
M0276,The Hidden Light,DRA,Andrea Arnold,1993,5.4,95,A family struggles to stay together after a devastating loss.
M0277,Void Hope,SCI,Duncan Jones,1973,5.7,98,Humanity makes contact with an intelligence beyond comprehension.
M0278,Silent Shadow,THR,Michael Mann,1976,6.2,140,Someone is watching â€” and they know everything.
M0279,Far Away Soul,ANI,Lee Unkrich,1975,5.6,96,"Courage, friendship, and wonder await beyond the horizon."
M0280,Orbital Spirit,SCI,Neill Blomkamp,2000,5.6,105,"When the boundaries of reality collapse, a doctor searches for answers."
M0281,Tiny Garden,ANI,Byron Howard,1960,6,76,An unlikely band of friends must work together to find their way home.
M0282,Time of Silence,DRA,Mike Leigh,2003,5.2,105,A young person discovers the truth about their origins and identity.
M0283,The Burning Frontier,SCI,Duncan Jones,2012,6.3,127,"When the boundaries of reality collapse, a scientist searches for answers."
M0284,Falling for Stone,ROM,Cameron Crowe,1999,7.9,96,A chef has one summer to follow their heart before it's too late.
M0285,Full Love,ACT,Chad Stahelski,1960,4.5,93,"Racing against time, a farmer must stop an attack on the capital."
M0286,The Cloud Within,DRA,Alfonso CuarÃ³n,2008,4.6,106,"In the aftermath of tragedy, survivors find unexpected connection."
M0287,New Sun,SCI,Mike Cahill,1996,4.6,106,"When the boundaries of reality collapse, a athlete searches for answers."
M0288,The Wrong Dawn,COM,Taika Waititi,1988,6.7,96,A musician's attempt to impress their in-laws spirals out of control.
M0289,Love in Rain,ROM,Cameron Crowe,1976,7.1,77,Love arrives at the most inconvenient possible moment.
M0290,The Bitter Land,ANI,Andrew Stanton,2018,8.1,140,"When adventure calls, one small creature answers."
M0291,The Distant Frontier,SCI,Neill Blomkamp,1957,8.9,113,"In 2157, one decision will determine the fate of two worlds."
M0292,The Love Within,HOR,Mike Flanagan,2023,5.4,74,A architect becomes convinced they are being stalked by something inhuman.
M0293,The Hope Between Us,DRA,Bong Joon-ho,1985,5.7,81,"In the aftermath of tragedy, survivors find unexpected connection."
M0294,Empty Timing,COM,Christopher Miller,1995,7.8,71,Three friends attempt to pull off the most ambitious scheme of their lives.
M0295,The Sun Story,DOC,Joshua Oppenheimer,1986,5.7,112,A filmmaker follows one family through five years of upheaval.
M0296,The Storm Within,HOR,Jordan Peele,2008,9.2,99,The nightmare is only beginning.
M0297,Silent Sky,THR,David Fincher,1988,8,149,A routine assignment turns into a deadly game of cat and mouse.
M0298,River Rising,ACT,Antoine Fuqua,1989,6.2,74,A dangerous mission pushes a team to their absolute limits.
M0299,War Force,ACT,John Wick,1966,5.3,94,A dangerous mission pushes a team to their absolute limits.
M0300,Truth of Silence,DRA,Xavier Dolan,1966,5.6,122,Two strangers form an unlikely bond during a turbulent summer.
M0301,Stone of Silence,DRA,Mike Leigh,1967,5.4,96,Two strangers form an unlikely bond during a turbulent summer.
M0302,New Justice,SCI,Gareth Edwards,1977,6,106,A architect must stop time itself from unravelling.
M0303,Stone Tales,ANI,Isao Takahata,1999,5.7,109,"Courage, friendship, and wonder await beyond the horizon."
M0304,The Empty Plan,COM,Rian Johnson,1986,6.8,70,A lawyer's attempt to impress their in-laws spirals out of control.
M0305,The Frozen Frontier,SCI,Neill Blomkamp,1987,5.2,87,A writer wakes aboard a drifting ship with no memory of how they got there.
M0306,Dark City,THR,Jeremy Saulnier,1959,4,100,A pilot receives a message from someone who shouldn't exist.
M0307,Far From Fear,DRA,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,2019,5.7,89,Two strangers form an unlikely bond during a turbulent summer.
M0308,The Pale Time,DRA,Terrence Malick,2014,6.6,99,A young person discovers the truth about their origins and identity.
M0309,Sun Reborn,ACT,John Wick,1989,8.9,129,An elite operative uncovers a betrayal within their own ranks.
M0310,Wave Rising,SCI,Neill Blomkamp,1980,7,118,A soldier must stop time itself from unravelling.
M0311,Rain Rising,ACT,George Miller,1967,6.3,96,"Outnumbered and outgunned, a photographer fights their way to the truth."
M0312,Mirror Protocol,SCI,Gareth Edwards,1966,6.5,74,A detective discovers a technology that could save â€” or destroy â€” civilisation.
M0313,The Wrong Memory,COM,Edgar Wright,1983,6.1,74,"When plans go wrong, two unlikely partners must improvise their way out."
M0314,Love in the Dark,THR,Jeremy Saulnier,1971,5.9,121,Someone is watching â€” and they know everything.
M0315,Storm and Storm,COM,Judd Apatow,1981,7.6,105,A doctor accidentally switches lives with their nemesis.
M0316,The Truth About Earth,DOC,Kirby Dick,1978,6,108,The hidden truth behind a story the world thought it knew.
M0317,The Misadventures of Soul,COM,Edgar Wright,2014,6.3,94,A family reunion descends into hilarious chaos.
M0318,Outlaws of Peace,WES,Tommy Lee Jones,1989,5.8,137,A lone musician rides into a town where the law has no power.
M0319,Weekend at the Dawn,COM,Greg Mottola,1981,4.9,106,A lawyer discovers their ordinary life is anything but.
M0320,The Fallen Hour,HOR,James Wan,2002,8,98,Something in the house does not want them to leave.
M0321,The Long Dawn,DRA,Xavier Dolan,1989,7.7,134,A chef must choose between personal ambition and those they love.
M0322,Earth Prime,SCI,Jonathan Nolan,1961,7.3,118,A musician must stop time itself from unravelling.
M0323,The Mind Files,THR,Christopher Nolan,2014,8,137,Someone is watching â€” and they know everything.
M0324,The Fallen Game,THR,Brian De Palma,1990,7.6,101,A pilot receives a message from someone who shouldn't exist.
M0325,Dark Bridge,THR,David Fincher,2024,6.9,115,A architect must outwit a brilliant adversary to survive the night.
M0326,The Misadventures of Blood,COM,Taika Waititi,2007,6.2,114,"When plans go wrong, two unlikely partners must improvise their way out."
M0327,Flame Force,ACT,Chad Stahelski,1961,5.7,70,A dangerous mission pushes a team to their absolute limits.
M0328,Last Door,DRA,David Fincher,2001,7.4,99,A artist fights for justice in a system stacked against them.
M0329,A Forgotten Life,DRA,David Fincher,1957,8.2,70,A family struggles to stay together after a devastating loss.
M0330,Empty World,ANI,Byron Howard,1983,6.9,88,A young hero embarks on a magical quest to save their world.
M0331,Always Storm,ROM,Mark Waters,1956,7.3,124,"First love, second chances, and everything in between."
M0332,Door Rising,SCI,Gareth Edwards,1977,7.3,106,"When the boundaries of reality collapse, a journalist searches for answers."
M0333,Fallen Waters,DRA,Terrence Malick,2013,5.2,133,A teacher confronts the ghosts of their past in a small coastal town.
M0334,City Reborn,ACT,Kathryn Bigelow,1952,8.6,105,"Outnumbered and outgunned, a writer fights their way to the truth."
M0335,Void Heart,SCI,Mike Cahill,1991,5.9,123,The colonists of a distant planet uncover something buried for millennia.
M0336,The River Between Us,DRA,Lynne Ramsay,2010,4.5,113,A doctor must choose between personal ambition and those they love.
M0337,The Long Sun,DRA,Bong Joon-ho,1957,6.8,71,Estranged siblings reunite to settle their parents' estate.
M0338,The Burning Game,THR,Jeremy Saulnier,1990,7.1,80,A musician uncovers a conspiracy that puts their life in danger.
M0339,World of Heart,DOC,Michael Moore,2013,5.8,86,An intimate portrait of a community facing an uncertain future.
M0340,Restless Waters,DRA,Bong Joon-ho,2011,9.2,120,A journalist must choose between personal ambition and those they love.
M0341,River Trouble,COM,Judd Apatow,1968,4.2,76,"When plans go wrong, two unlikely partners must improvise their way out."
M0342,Love in Earth,ROM,Kay Cannon,1962,6,117,A chance encounter in a far-off city changes everything.
M0343,Door Dreams,ANI,Rich Moore,1995,6.8,118,An unlikely band of friends must work together to find their way home.
M0344,Lucky Stone,COM,Wes Anderson,1950,9.3,84,Three friends attempt to pull off the most ambitious scheme of their lives.
M0345,City of Silence,DRA,Hirokazu Kore-eda,1963,7.1,115,Two strangers form an unlikely bond during a turbulent summer.
M0346,Wild Chaos,COM,Edgar Wright,1992,5.6,105,A family reunion descends into hilarious chaos.
M0347,Hidden River,THR,Yorgos Lanthimos,2006,6.2,70,Nothing is as it seems in this tightly wound psychological thriller.
M0348,Always Dream,ROM,Nancy Meyers,2011,6.9,76,"First love, second chances, and everything in between."
M0349,A Lost Life,DRA,David Fincher,1990,6.5,129,An aging doctor reflects on a life of sacrifice and regret.
M0350,The Hollow One,ROM,Nancy Meyers,1993,5.1,86,A detective has one summer to follow their heart before it's too late.
M0351,Beneath the Spirit,THR,Yorgos Lanthimos,1970,7.5,115,"When a witness disappears, a chef races to find the truth."
M0352,Extreme Moon,ACT,James Wan,1988,6.5,114,A athlete goes off the grid to protect the one person who matters most.
M0353,Little Soul,ANI,Hayao Miyazaki,2004,8.4,111,A young dreamer discovers a hidden world beneath their own.
M0354,The Sacred Mirror,DRA,Asghar Farhadi,1987,7.8,116,Two strangers form an unlikely bond during a turbulent summer.
M0355,Beneath Forest,HOR,Robert Eggers,1961,5.8,79,What they found in the basement should have stayed buried.
M0356,The Moon Code,THR,Park Chan-wook,2009,6.3,147,A journalist uncovers a conspiracy that puts their life in danger.
M0357,Mind Reborn,ACT,Joe Carnahan,2020,7.6,115,A chef goes off the grid to protect the one person who matters most.
M0358,Heart Uncovered,DOC,Michael Moore,2010,6.1,109,"Bold, unflinching, and impossible to ignore."
M0359,The Quiet Frontier,SCI,Shane Carruth,1968,8,138,"In 2157, one decision will determine the fate of two worlds."
M0360,Forgotten Frontier,WES,Kevin Costner,1960,7.8,113,"Blood, dust, and justice on the American frontier."
M0361,Adventures in Night,ANI,Isao Takahata,1961,5.6,105,"When adventure calls, one small creature answers."
M0362,Fear Prime,SCI,James Cameron,2003,7.4,135,A soldier discovers a technology that could save â€” or destroy â€” civilisation.
M0363,Beyond Echo,SCI,Gareth Edwards,2002,6.3,144,"When the boundaries of reality collapse, a scientist searches for answers."
M0364,The Weight of Garden,DRA,Hirokazu Kore-eda,2001,8.9,130,An aging artist reflects on a life of sacrifice and regret.
M0365,Echoes of Soul,DRA,David Fincher,1993,6.9,104,"When secrets surface, a tight-knit community begins to unravel."
M0366,Path Magic,ANI,Pete Docter,1988,7.8,88,"Courage, friendship, and wonder await beyond the horizon."
M0367,The Wrong Bridge,COM,Christopher Miller,1977,7.6,89,A photographer discovers their ordinary life is anything but.
M0368,Falling for Mirror,ROM,Nancy Meyers,1989,6.2,82,"First love, second chances, and everything in between."
M0369,Falling for Bridge,ROM,Cameron Crowe,1957,6.5,124,Love arrives at the most inconvenient possible moment.
M0370,Almost Shattered,COM,Edgar Wright,1953,6.6,123,A doctor discovers their ordinary life is anything but.
M0371,Reckless Lives,DOC,Joshua Oppenheimer,1970,7,76,"Bold, unflinching, and impossible to ignore."
M0372,The Wrong Mirror,COM,Greg Mottola,1977,7.6,77,A family reunion descends into hilarious chaos.
M0373,Ocean Reborn,ACT,George Miller,2010,8,92,A detective goes off the grid to protect the one person who matters most.
M0374,Weekend at the Earth,COM,Adam McKay,2004,8.4,76,A engineer discovers their ordinary life is anything but.
M0375,No Garden for Garden,COM,Phil Lord,2024,7.6,114,Mistaken identity leads a athlete on an unexpected adventure.
M0376,Lethal Wave,ACT,John Wick,2011,9.5,131,"When negotiations fail, one pilot becomes the world's last hope."
M0377,Bridge of My Heart,ROM,Nora Ephron,2016,6.7,70,"First love, second chances, and everything in between."
M0378,Night Rising,ACT,George Miller,2013,7.4,107,A dangerous mission pushes a team to their absolute limits.
M0379,The Bridge Protocol,THR,Roman Polanski,1978,5.8,83,A musician must outwit a brilliant adversary to survive the night.
M0380,The Door Project,SCI,Jonathan Nolan,1962,4.6,121,"In 2157, one decision will determine the fate of two worlds."
M0381,The Path Agency,ACT,James Wan,2003,6.8,90,"Outnumbered and outgunned, a farmer fights their way to the truth."
M0382,War and Love,ROM,Cameron Crowe,2014,7.8,122,"Separated by circumstances, two hearts refuse to give up."
M0383,The Forgotten Game,THR,Roman Polanski,2002,9,106,A journalist must outwit a brilliant adversary to survive the night.
M0384,Lucky Fire,COM,Christopher Miller,1992,6,90,A hapless detective stumbles into a series of increasingly absurd situations.
M0385,Dark Heart,THR,David Fincher,2012,7,76,A chef has 48 hours to prevent a catastrophe.
M0386,Full War,ACT,Antoine Fuqua,1950,7.3,111,"Outnumbered and outgunned, a detective fights their way to the truth."
M0387,Twice in Light,ROM,Richard Curtis,1981,6.9,142,Love arrives at the most inconvenient possible moment.
